Disease_Name,Day,Topic,Word,Weight
NSTEMI,-1,Topic_5,环柄注射器,0.014285746
NSTEMI,-1,Topic_5,心电监测,0.014285744
NSTEMI,-1,Topic_5,糖化血红蛋白,0.014285744
NSTEMI,-1,Topic_5,肝功五项,0.014285744
NSTEMI,-1,Topic_5,肌钙蛋白I,0.014285744
NSTEMI,-1,Topic_5,瑞舒伐他汀钙片,0.014285744
NSTEMI,-1,Topic_5,DSA(冠脉造影),0.014285744
NSTEMI,-1,Topic_5,肌钙蛋白T,0.014285742
NSTEMI,-1,Topic_5,替格瑞洛片,0.014285742
NSTEMI,-1,Topic_5,肾功五项,0.014285742
NSTEMI,-1,Topic_5,血常规五分类+hsCRP,0.014285742
NSTEMI,-1,Topic_5,血脂四项,0.014285742
NSTEMI,-1,Topic_5,凝血四项+D-D,0.014285742
NSTEMI,-1,Topic_5,甲功三项,0.014285742
NSTEMI,-1,Topic_5,低盐低脂饮食,0.014285742
NSTEMI,-1,Topic_5,经皮选择性动脉置管术,0.014285742
NSTEMI,-1,Topic_5,尿常规+尿沉渣定量分析,0.014285742
NSTEMI,-1,Topic_5,血气分析,0.014285742
NSTEMI,-1,Topic_5,NT-B型钠尿肽NT-BNP,0.014285742
NSTEMI,-1,Topic_5,大便常规+隐血,0.014285741
NSTEMI,-1,Topic_5,血氧饱和度监测,0.014285741
NSTEMI,-1,Topic_6,糖化血红蛋白,0.32314745
NSTEMI,-1,Topic_6,环柄注射器,0.03055651
NSTEMI,-1,Topic_6,三联三通板,0.026929008
NSTEMI,-1,Topic_6,DSA(冠脉造影),0.026929002
NSTEMI,-1,Topic_6,心电监测,0.026929002
NSTEMI,-1,Topic_6,凝血四项+D-D,0.026929002
NSTEMI,-1,Topic_6,DR胸部正位片(床旁),0.026929002
NSTEMI,-1,Topic_6,尿常规+尿沉渣定量分析,0.026929002
NSTEMI,-1,Topic_6,肾功五项,0.026929002
NSTEMI,-1,Topic_6,低盐低脂饮食,0.026929002
NSTEMI,-1,Topic_6,肌钙蛋白T,0.026929002
NSTEMI,-1,Topic_6,甲功三项,0.026929002
NSTEMI,-1,Topic_6,血脂四项,0.026929002
NSTEMI,-1,Topic_6,肝功五项,0.026929002
NSTEMI,-1,Topic_6,血氧饱和度监测,0.026929
NSTEMI,-1,Topic_6,阿司匹林肠溶片,0.026929
NSTEMI,-1,Topic_6,瑞舒伐他汀钙片,0.026929
NSTEMI,-1,Topic_6,肌钙蛋白I,0.026929
NSTEMI,-1,Topic_6,替格瑞洛片,0.026929
NSTEMI,-1,Topic_6,血气分析,0.026929
NSTEMI,-1,Topic_6,电解质四项,0.026929
NSTEMI,-1,Topic_6,血常规五分类+hsCRP,0.026929
NSTEMI,-1,Topic_6,心内科常规护理,0.026929
NSTEMI,-1,Topic_6,大便常规+隐血,0.026929
NSTEMI,-1,Topic_6,经皮选择性动脉置管术,0.026928997
NSTEMI,-1,Topic_6,NT-B型钠尿肽NT-BNP,0.026928997
NSTEMI,-1,Topic_7,肝功五项,0.32432395
NSTEMI,-1,Topic_7,环柄注射器,0.027027054
NSTEMI,-1,Topic_7,三联三通板,0.027027052
NSTEMI,-1,Topic_7,阿司匹林肠溶片,0.027027044
NSTEMI,-1,Topic_7,肌钙蛋白T,0.027027044
NSTEMI,-1,Topic_7,血常规五分类+hsCRP,0.027027044
NSTEMI,-1,Topic_7,瑞舒伐他汀钙片,0.027027044
NSTEMI,-1,Topic_7,凝血四项+D-D,0.027027044
NSTEMI,-1,Topic_7,心内科常规护理,0.027027044
NSTEMI,-1,Topic_7,DSA(冠脉造影),0.027027044
NSTEMI,-1,Topic_7,DR胸部正位片(床旁),0.027027044
NSTEMI,-1,Topic_7,心电监测,0.027027043
NSTEMI,-1,Topic_7,血氧饱和度监测,0.027027043
NSTEMI,-1,Topic_7,尿常规+尿沉渣定量分析,0.027027043
NSTEMI,-1,Topic_7,低盐低脂饮食,0.027027043
NSTEMI,-1,Topic_7,甲功三项,0.027027043
NSTEMI,-1,Topic_7,糖化血红蛋白,0.027027043
NSTEMI,-1,Topic_7,血脂四项,0.027027043
NSTEMI,-1,Topic_7,大便常规+隐血,0.027027043
NSTEMI,-1,Topic_7,肌钙蛋白I,0.027027043
NSTEMI,-1,Topic_7,替格瑞洛片,0.027027043
NSTEMI,-1,Topic_7,血气分析,0.027027043
NSTEMI,-1,Topic_7,电解质四项,0.027027043
NSTEMI,-1,Topic_7,肾功五项,0.027027043
NSTEMI,-1,Topic_7,经皮选择性动脉置管术,0.027027043
NSTEMI,-1,Topic_7,NT-B型钠尿肽NT-BNP,0.027027043
NSTEMI,-1,Topic_8,三联三通板,0.4791663
NSTEMI,-1,Topic_8,环柄注射器,0.02083335
NSTEMI,-1,Topic_8,DSA(冠脉造影),0.020833349
NSTEMI,-1,Topic_8,肝功五项,0.020833349
NSTEMI,-1,Topic_8,心电监测,0.020833347
NSTEMI,-1,Topic_8,心内科常规护理,0.020833347
NSTEMI,-1,Topic_8,血氧饱和度监测,0.020833347
NSTEMI,-1,Topic_8,DR胸部正位片(床旁),0.020833347
NSTEMI,-1,Topic_8,肾功五项,0.020833347
NSTEMI,-1,Topic_8,糖化血红蛋白,0.020833347
NSTEMI,-1,Topic_8,替格瑞洛片,0.020833347
NSTEMI,-1,Topic_8,血脂四项,0.020833347
NSTEMI,-1,Topic_8,大便常规+隐血,0.020833347
NSTEMI,-1,Topic_8,尿常规+尿沉渣定量分析,0.020833345
NSTEMI,-1,Topic_8,阿司匹林肠溶片,0.020833345
NSTEMI,-1,Topic_8,低盐低脂饮食,0.020833345
NSTEMI,-1,Topic_8,NT-B型钠尿肽NT-BNP,0.020833345
NSTEMI,-1,Topic_8,肌钙蛋白T,0.020833345
NSTEMI,-1,Topic_8,血气分析,0.020833345
NSTEMI,-1,Topic_8,电解质四项,0.020833345
NSTEMI,-1,Topic_8,血常规五分类+hsCRP,0.020833345
NSTEMI,-1,Topic_8,凝血四项+D-D,0.020833345
NSTEMI,-1,Topic_8,瑞舒伐他汀钙片,0.020833345
NSTEMI,-1,Topic_8,甲功三项,0.020833343
NSTEMI,-1,Topic_8,经皮选择性动脉置管术,0.020833343
NSTEMI,-1,Topic_8,肌钙蛋白I,0.020833343
NSTEMI,-1,Topic_9,经皮选择性动脉置管术,0.20338963
NSTEMI,-1,Topic_9,心电监测,0.20338963
NSTEMI,-1,Topic_9,甲功三项,0.20338963
NSTEMI,-1,Topic_9,环柄注射器,0.016949184
NSTEMI,-1,Topic_9,三联三通板,0.016949184
NSTEMI,-1,Topic_9,DR胸部正位片(床旁),0.016949182
NSTEMI,-1,Topic_9,DSA(冠脉造影),0.01694918
NSTEMI,-1,Topic_9,凝血四项+D-D,0.01694918
NSTEMI,-1,Topic_9,血氧饱和度监测,0.01694918
NSTEMI,-1,Topic_9,尿常规+尿沉渣定量分析,0.01694918
NSTEMI,-1,Topic_9,阿司匹林肠溶片,0.01694918
NSTEMI,-1,Topic_9,替格瑞洛片,0.01694918
NSTEMI,-1,Topic_9,血脂四项,0.01694918
NSTEMI,-1,Topic_9,肝功五项,0.01694918
NSTEMI,-1,Topic_9,低盐低脂饮食,0.016949179
NSTEMI,-1,Topic_9,糖化血红蛋白,0.016949179
NSTEMI,-1,Topic_9,NT-B型钠尿肽NT-BNP,0.016949179
NSTEMI,-1,Topic_9,肌钙蛋白I,0.016949179
NSTEMI,-1,Topic_9,肌钙蛋白T,0.016949179
NSTEMI,-1,Topic_9,血气分析,0.016949179
NSTEMI,-1,Topic_9,电解质四项,0.016949179
NSTEMI,-1,Topic_9,肾功五项,0.016949179
NSTEMI,-1,Topic_9,血常规五分类+hsCRP,0.016949179
NSTEMI,-1,Topic_9,心内科常规护理,0.016949179
NSTEMI,-1,Topic_9,大便常规+隐血,0.016949179
NSTEMI,-1,Topic_9,瑞舒伐他汀钙片,0.016949179
NSTEMI,-1,Topic_10,肌钙蛋白I,0.24999973
NSTEMI,-1,Topic_10,血气分析,0.24999973
NSTEMI,-1,Topic_10,环柄注射器,0.020833364
NSTEMI,-1,Topic_10,三联三通板,0.020833362
NSTEMI,-1,Topic_10,替格瑞洛片,0.020833356
NSTEMI,-1,Topic_10,肌钙蛋白T,0.020833356
NSTEMI,-1,Topic_10,电解质四项,0.020833356
NSTEMI,-1,Topic_10,瑞舒伐他汀钙片,0.020833356
NSTEMI,-1,Topic_10,DR胸部正位片(床旁),0.020833356
NSTEMI,-1,Topic_10,凝血四项+D-D,0.020833356
NSTEMI,-1,Topic_10,DSA(冠脉造影),0.020833356
NSTEMI,-1,Topic_10,血常规五分类+hsCRP,0.020833356
NSTEMI,-1,Topic_10,心内科常规护理,0.020833354
NSTEMI,-1,Topic_10,经皮选择性动脉置管术,0.020833354
NSTEMI,-1,Topic_10,大便常规+隐血,0.020833354
NSTEMI,-1,Topic_10,肝功五项,0.020833354
NSTEMI,-1,Topic_10,糖化血红蛋白,0.020833354
NSTEMI,-1,Topic_10,甲功三项,0.020833354
NSTEMI,-1,Topic_10,低盐低脂饮食,0.020833354
NSTEMI,-1,Topic_10,阿司匹林肠溶片,0.020833354
NSTEMI,-1,Topic_10,尿常规+尿沉渣定量分析,0.020833354
NSTEMI,-1,Topic_10,血氧饱和度监测,0.020833354
NSTEMI,-1,Topic_10,心电监测,0.020833354
NSTEMI,-1,Topic_10,肾功五项,0.020833353
NSTEMI,-1,Topic_10,血脂四项,0.020833353
NSTEMI,-1,Topic_10,NT-B型钠尿肽NT-BNP,0.020833353
NSTEMI,-1,Topic_11,NT-B型钠尿肽NT-BNP,0.2033896
NSTEMI,-1,Topic_11,血氧饱和度监测,0.2033896
NSTEMI,-1,Topic_11,凝血四项+D-D,0.2033896
NSTEMI,-1,Topic_11,环柄注射器,0.016949182
NSTEMI,-1,Topic_11,三联三通板,0.016949182
NSTEMI,-1,Topic_11,DR胸部正位片(床旁),0.01694918
NSTEMI,-1,Topic_11,DSA(冠脉造影),0.016949179
NSTEMI,-1,Topic_11,血常规五分类+hsCRP,0.016949179
NSTEMI,-1,Topic_11,心电监测,0.016949179
NSTEMI,-1,Topic_11,电解质四项,0.016949179
NSTEMI,-1,Topic_11,替格瑞洛片,0.016949179
NSTEMI,-1,Topic_11,肝功五项,0.016949179
NSTEMI,-1,Topic_11,血脂四项,0.016949179
NSTEMI,-1,Topic_11,糖化血红蛋白,0.016949179
NSTEMI,-1,Topic_11,心内科常规护理,0.016949177
NSTEMI,-1,Topic_11,尿常规+尿沉渣定量分析,0.016949177
NSTEMI,-1,Topic_11,阿司匹林肠溶片,0.016949177
NSTEMI,-1,Topic_11,低盐低脂饮食,0.016949177
NSTEMI,-1,Topic_11,大便常规+隐血,0.016949177
NSTEMI,-1,Topic_11,经皮选择性动脉置管术,0.016949177
NSTEMI,-1,Topic_11,肌钙蛋白I,0.016949177
NSTEMI,-1,Topic_11,肌钙蛋白T,0.016949177
NSTEMI,-1,Topic_11,血气分析,0.016949177
NSTEMI,-1,Topic_11,肾功五项,0.016949177
NSTEMI,-1,Topic_11,甲功三项,0.016949177
NSTEMI,-1,Topic_11,瑞舒伐他汀钙片,0.016949177
NSTEMI,0,Topic_1,糖化血红蛋白,0.048901938
NSTEMI,0,Topic_1,血氧饱和度监测,0.048484687
NSTEMI,0,Topic_1,常规心电图(床边),0.04805848
NSTEMI,0,Topic_1,甲功三项,0.047691174
NSTEMI,0,Topic_1,肌钙蛋白T,0.04433638
NSTEMI,0,Topic_1,血常规五分类+hsCRP,0.0441493
NSTEMI,0,Topic_1,替格瑞洛片,0.042701807
NSTEMI,0,Topic_1,凝血四项+D-D,0.04193171
NSTEMI,0,Topic_1,低盐低脂饮食,0.032774355
NSTEMI,0,Topic_1,肌酸激酶CK,0.029692464
NSTEMI,0,Topic_1,尿沉渣镜检,0.02499049
NSTEMI,0,Topic_1,Ⅰ级护理,0.024439093
NSTEMI,0,Topic_1,瑞舒伐他汀钙片,0.023040304
NSTEMI,0,Topic_1,尿常规分析,0.020675212
NSTEMI,0,Topic_1,电脑血糖监测,0.020635283
NSTEMI,0,Topic_1,瑞特血糖试纸(GS300：50片,0.020157684
NSTEMI,0,Topic_1,肝功六项,0.018136537
NSTEMI,0,Topic_1,三联三通板,0.016732099
NSTEMI,0,Topic_1,环柄注射器,0.016667875
NSTEMI,0,Topic_1,卧床休息,0.016285552
NSTEMI,0,Topic_1,心脏彩超：三维心脏彩超及心功能测定,0.015663978
NSTEMI,0,Topic_1,血管彩超：颈、椎动脉+锁骨下动脉,0.015306743
NSTEMI,0,Topic_1,感染两项,0.012461334
NSTEMI,0,Topic_1,DR胸部(心脏)正位片*(1),0.011981874
NSTEMI,0,Topic_1,血常规五分类,0.011728225
NSTEMI,0,Topic_1,心梗四项,0.011131157
NSTEMI,0,Topic_1,跌倒,0.010982415
NSTEMI,0,Topic_1,螺内酯片,0.010649578
NSTEMI,0,Topic_1,硝酸异山梨酯注射液,0.010281099
NSTEMI,0,Topic_1,依诺肝素钠注射液,0.009134394
NSTEMI,0,Topic_1,培哚普利叔丁胺片,0.007963748
NSTEMI,0,Topic_1,琥珀酸美托洛尔缓释片,0.00782588
NSTEMI,0,Topic_1,呋塞米注射液,0.0077417204
NSTEMI,0,Topic_1,呋塞米片,0.0070157773
NSTEMI,0,Topic_1,多巴胺注射液,0.006831066
NSTEMI,0,Topic_1,小抢救,0.005663075
NSTEMI,0,Topic_1,大便常规+隐血(体液),0.005503151
NSTEMI,0,Topic_1,Ⅱ级护理,0.0051446417
NSTEMI,0,Topic_1,氨氯地平片,0.0048356787
NSTEMI,0,Topic_1,尿常规+尿沉渣定量分析,0.004404951
NSTEMI,0,Topic_1,经皮选择性动脉置管术,0.004233471
NSTEMI,0,Topic_1,遥测心电监护,0.0041357796
NSTEMI,0,Topic_1,肌酐Cr,0.003645817
NSTEMI,0,Topic_1,葡萄糖注射液(5%),0.0034316967
NSTEMI,0,Topic_1,枸橼酸钾颗粒,0.0034029323
NSTEMI,0,Topic_1,心脏彩超：床旁心脏彩超(床旁),0.003344523
NSTEMI,0,Topic_1,葡萄糖注射液(5%)(直立式软袋),0.003107659
NSTEMI,0,Topic_1,指引导丝,0.0030502512
NSTEMI,0,Topic_1,痰细菌培养（普通+嗜血）,0.0030272221
NSTEMI,0,Topic_1,动态心电图,0.0024897025
NSTEMI,0,Topic_1,血气分析,0.0021167723
NSTEMI,0,Topic_1,依洛尤单抗注射液,0.0020486312
NSTEMI,0,Topic_1,单硝酸异山梨酯缓释胶囊,0.0019848682
NSTEMI,0,Topic_1,指引导丝(HI-TORQUEBALANCEMIDDLEWEIGHTUNIVERSALII美国雅培),0.0019737885
NSTEMI,0,Topic_1,常规心电图检查(三通道、十二通道加收),0.0019688318
NSTEMI,0,Topic_1,心脏彩超：三维心脏彩超及左心功能测定,0.0019121639
NSTEMI,0,Topic_1,尼可地尔片,0.0019003996
NSTEMI,0,Topic_1,CT胸部平扫检查(高分辨),0.0018809052
NSTEMI,0,Topic_1,阿卡波糖片,0.0018216929
NSTEMI,0,Topic_1,注射用头孢曲松钠,0.0017965176
NSTEMI,0,Topic_1,甘精胰岛素注射液,0.0016535007
NSTEMI,0,Topic_1,甲状旁腺激素PTH,0.0015482607
NSTEMI,0,Topic_1,复方氯化钠注射液,0.0014843645
NSTEMI,0,Topic_1,乳酸+血气分析+离子四项,0.001482718
NSTEMI,0,Topic_1,血管彩超：颈动脉+椎动脉,0.001475572
NSTEMI,0,Topic_1,奥美拉唑肠溶胶囊,0.0014406765
NSTEMI,0,Topic_1,尿道口护理,0.0013977094
NSTEMI,0,Topic_1,门冬胰岛素注射液,0.0013570901
NSTEMI,0,Topic_1,葡萄糖酸钙注射液,0.0012521904
NSTEMI,0,Topic_1,甲苯磺酸艾多沙班片,0.0012393391
NSTEMI,0,Topic_1,注射用硝普钠,0.0012213057
NSTEMI,0,Topic_1,送DSA行冠状动脉造影,0.0011976999
NSTEMI,0,Topic_1,注射用艾司奥美拉唑钠,0.0011929647
NSTEMI,0,Topic_1,阿利西尤单抗注射液,0.0011701693
NSTEMI,0,Topic_1,血栓抽吸术,0.001149681
NSTEMI,0,Topic_1,遥测心电监护（含磁带、电池费用）,0.0011263576
NSTEMI,0,Topic_1,DSA(冠脉造影),0.0011189826
NSTEMI,0,Topic_1,注射用磷酸肌酸钠,0.0011090988
NSTEMI,0,Topic_1,血气分析+离子四项,0.0010839629
NSTEMI,0,Topic_1,β羟丁酸,0.0010685232
NSTEMI,0,Topic_1,双氯芬酸钠双释放肠溶胶囊,0.0010404201
NSTEMI,0,Topic_1,胺碘酮注射液,0.0010145436
NSTEMI,0,Topic_1,阿卡波糖咀嚼片,0.0010041391
NSTEMI,0,Topic_1,多通道十二导联心电图检查,0.0009614245
NSTEMI,0,Topic_1,注射用尼可地尔,0.0009333879
NSTEMI,0,Topic_1,吗啡注射液,0.00090266723
NSTEMI,0,Topic_1,痰真菌培养,0.0008899424
NSTEMI,0,Topic_1,免疫功能六项,0.0008858401
NSTEMI,0,Topic_1,24小时尿电解质六项,0.0008715985
NSTEMI,0,Topic_1,动脉穿刺置管术,0.00085656944
NSTEMI,0,Topic_1,马来酸依那普利片,0.0008558479
NSTEMI,0,Topic_1,ENA多肽抗体谱,0.00084676646
NSTEMI,0,Topic_1,吸入用布地奈德混悬液,0.0008459592
NSTEMI,0,Topic_1,冠脉血管内超声检查术(IVUS),0.0008384766
NSTEMI,0,Topic_1,盐酸吡格列酮胶囊,0.00083846797
NSTEMI,0,Topic_1,胃肠减压,0.0008278116
NSTEMI,0,Topic_1,抗双链DNA抗体ds-DNA,0.0008231398
NSTEMI,0,Topic_1,血管彩超：双下肢动脉,0.0008154881
NSTEMI,0,Topic_1,冠脉雷帕霉素洗脱钴基合金支架系统(G35233.5*23上海微创),0.00080317486
NSTEMI,0,Topic_1,24小时尿醛固酮[外],0.00079734076
NSTEMI,0,Topic_1,盐酸莫西沙星氯化钠注射液,0.00079244963
NSTEMI,0,Topic_1,痰细菌培养（含真菌,0.0007732365
NSTEMI,0,Topic_1,吸入用乙酰半胱氨酸溶液,0.00074728206
NSTEMI,0,Topic_1,那屈肝素钙注射液,0.0007220721
NSTEMI,0,Topic_1,血气分析+乳酸,0.00072000804
NSTEMI,0,Topic_1,血栓四项(TAT,0.0007153459
NSTEMI,0,Topic_1,苯溴马隆片,0.0006834699
NSTEMI,0,Topic_1,盐酸溴己新注射液,0.00065229024
NSTEMI,0,Topic_1,血管彩超：颈动脉,0.00064907526
NSTEMI,0,Topic_1,急诊硝酸甘油组液带入,0.0006449099
NSTEMI,0,Topic_1,冠脉雷帕霉素洗脱钴基合金支架系统(G35333.5*33上海微创),0.0006449095
NSTEMI,0,Topic_1,记24h尿总量,0.00064489257
NSTEMI,0,Topic_1,药物洗脱冠脉支架系统(2.75mm*18mm北京爱立),0.0006448482
NSTEMI,0,Topic_1,每隔1小时喝1包,0.00064484455
NSTEMI,0,Topic_1,度拉糖肽注射液,0.0006448191
NSTEMI,0,Topic_1,C肽(2小时）,0.00063109305
NSTEMI,0,Topic_1,C肽(0小时）,0.00063109305
NSTEMI,0,Topic_1,麻醉中监测(7项以内),0.0006285024
NSTEMI,0,Topic_1,机械辅助排痰,0.0006167688
NSTEMI,0,Topic_1,咪达唑仑注射液,0.000521975
NSTEMI,0,Topic_1,复方甲氧那,0.0005191142
NSTEMI,0,Topic_1,吸入用盐酸氨溴索溶液,0.00051758817
NSTEMI,0,Topic_1,无创辅助通气,0.0005104206
NSTEMI,0,Topic_1,吸入用异丙托溴铵溶液,0.0005036549
NSTEMI,0,Topic_1,笔式胰岛素注射器(XLB01A泰州秀霖笔),0.00048742694
NSTEMI,0,Topic_1,盐酸利多卡因注射液,0.00048741803
NSTEMI,0,Topic_1,CT颅脑平扫,0.00048290755
NSTEMI,0,Topic_1,感觉阈值测量,0.00047760576
NSTEMI,0,Topic_1,酒石酸美托洛尔片,0.00047135638
NSTEMI,0,Topic_1,重酒石酸去甲肾上腺素注射液,0.00046115296
NSTEMI,0,Topic_1,地高辛注射液,0.0004577898
NSTEMI,0,Topic_1,地塞米松磷酸钠注射液,0.00043109502
NSTEMI,0,Topic_1,盐酸西那卡塞片,0.00042107372
NSTEMI,0,Topic_1,曲马多注射液,0.0004156148
NSTEMI,0,Topic_1,注射用瑞芬太尼,0.0004137341
NSTEMI,0,Topic_1,C肽(3小时）,0.00041285224
NSTEMI,0,Topic_1,奥美拉唑镁肠溶片,0.00040201188
NSTEMI,0,Topic_1,MR脑功能成像(DWI)(3.0T),0.0003952329
NSTEMI,0,Topic_1,钴铬合金依维莫司洗脱冠脉支架系统(1120350-23美国雅培),0.0003818274
NSTEMI,0,Topic_1,注射用环磷腺苷,0.00038182177
NSTEMI,0,Topic_1,左氧氟沙星氯化钠注射液,0.00037683378
NSTEMI,0,Topic_1,注射用谷胱甘肽,0.00037026568
